dept_name,emp_no,first_name,last_name,gender,birth_date,"years of service","Salaries in 2000"
Production,40368,Demin,Binkley,M,1952-12-16,11.0740,67395
"Human Resources",40373,Diederik,Mateescu,M,1955-11-28,12.2712,80246
Sales,40379,Fumino,Engberts,M,1952-03-21,9.9123,61985
Sales,40389,Mong,Kobuchi,F,1953-01-07,14.8548,61007
Finance,40391,Tadahiko,Barriga,F,1954-07-14,13.2603,75746
Production,40392,Qunsheng,Genther,M,1952-10-27,13.3753,91567
Finance,40393,Aleksander,Gajiwala,M,1953-10-24,9.8027,69577
Finance,40398,Radhia,Szilard,M,1952-11-25,14.6356,96955
Development,40400,Vesna,Bondorf,M,1955-08-28,11.7233,42597
Production,40407,Heather,Jeansoulin,M,1952-09-25,9.1836,98954
Production,40416,Volkmar,Gerteisen,F,1955-09-12,11.0329,63691
Sales,40419,Zsolt,Frolund,F,1952-06-17,11.8932,93185
"Customer Service",40423,Gita,Ligten,M,1954-07-16,15.4411,73306
"Quality Management",40424,Niteen,Ghazalie,M,1953-05-08,14.9342,60488
Development,40427,Aloke,Merks,F,1953-06-16,13.9644,69867
Marketing,40428,Rosalie,Veldwijk,F,1955-07-07,13.5589,177330
"Human Resources",40436,Takahira,Decleir,M,1956-03-04,15.9041,58094
Development,40454,Constantijn,Lorie,F,1953-04-21,11.2384,55827
Development,40463,Rafail,Tokunaga,M,1954-02-10,12.5178,42414
Development,40464,Yakichi,Brender,F,1955-03-19,13.1233,124619
"Human Resources",40466,Gita,Ritzmann,M,1953-06-13,11.5260,43483
Sales,40469,Radoslaw,Ellozy,M,1952-09-10,9.9781,101273
Development,40471,Shir,Straney,M,1954-10-16,14.8219,45374
"Human Resources",40474,Bodo,Duclos,M,1954-06-19,13.2164,95781
Finance,40480,Leszek,Varman,M,1954-07-08,11.1644,69073
Development,40484,Aria,Chiodo,M,1955-07-05,13.8219,66455
Production,40486,Leen,Kopetz,M,1954-03-20,14.8658,112650
Production,40487,Valery,Gulik,F,1953-12-03,14.3507,57542
"Quality Management",40489,Yongmao,Bugrara,F,1954-03-17,13.0301,48073
Production,40491,Kshitij,Swan,M,1953-07-27,10.2795,47169
Production,40494,Elliott,Lung,M,1954-02-05,13.5205,74046
Sales,40500,Aiman,Brattka,F,1954-04-16,9.9726,98318
Marketing,40503,Janalee,Schusler,M,1952-04-24,10.6384,207804
Sales,40510,Lubomir,Grospietsch,F,1954-07-06,11.3863,73420
Research,40511,Radhia,Alencar,M,1952-04-18,13.8466,62390
Marketing,40512,Kwangjo,Melton,F,1955-08-14,14.5562,152166
"Quality Management",40517,Hironoby,Mattern,F,1952-03-05,14.7315,60481
Development,40520,Danny,Gajiwala,M,1952-09-21,15.2274,133058
"Human Resources",40522,Krisda,Kinley,F,1954-05-22,15.8493,69367
Development,40528,Yannik,Litvinov,F,1955-05-15,15.5836,78106
"Customer Service",40531,Etsuo,Kalefeld,F,1954-07-31,15.4575,64654
Production,40532,Avishai,Alencar,F,1956-08-06,15.7068,42698
Production,40533,Kiyotoshi,Aingworth,M,1955-05-17,15.0466,54637
Production,40543,Chikako,Merey,F,1952-10-21,14.5699,81117
Development,40551,Lillian,Terkki,F,1954-04-10,13.1753,44757
Finance,40555,Yahiko,Manders,M,1954-06-18,15.0685,90929
Development,40556,Murthy,Baaz,F,1955-07-17,15.8795,184142
Marketing,40561,Kristen,Cesareni,M,1956-10-31,9.2274,55166
Production,40566,Clyde,Siepmann,F,1953-11-14,11.9973,150284
Development,40574,Susumu,Ratnakar,F,1955-01-18,12.7151,40000
Sales,40584,Dmitry,Zykh,M,1954-09-19,9.5562,81889
Development,40587,Xiping,Genin,F,1952-06-02,14.6411,65395
Finance,40591,Aron,Hofting,F,1955-12-14,11.7562,121578
Research,40592,Yucai,Gniady,M,1954-04-16,14.7890,64002
Production,40595,Tadahiko,Bolsens,F,1952-09-04,9.1781,75379
Development,40597,Fumiyo,Limongiello,M,1952-11-02,14.4849,70254
Research,40599,Fabrizio,Stanfel,M,1953-06-17,11.8137,62171
Research,40600,Arch,Bazzichi,F,1954-01-07,14.4301,48177
Development,40608,Pascal,Kaiserswerth,F,1955-11-12,11.1945,53450
Development,40615,Jacopo,Karner,M,1952-07-15,12.6356,52881
Sales,40616,Sariel,Thummel,F,1955-12-08,11.6082,80608
Finance,40624,JoAnna,Thimonier,M,1952-09-17,11.3973,78102
Development,40626,Yannis,Lorin,M,1956-10-24,14.5041,66151
Marketing,40631,Frazer,Alameldin,M,1955-04-26,12.4658,65546
Sales,40641,Eishiro,Papadias,M,1955-02-21,13.0466,67546
Production,40647,Mitsuyuki,Basagni,M,1953-05-09,12.7452,62798
Development,40651,Maria,Perez,M,1956-06-17,11.3452,50811
"Quality Management",40661,Takanari,Baik,F,1953-10-31,9.7890,90170
"Quality Management",40668,Heon,Makinen,M,1955-10-19,14.3452,58823
Development,40672,Yinlin,Pfau,M,1955-08-26,15.7589,80432
Development,40673,Froduald,Giveon,F,1956-04-01,15.8384,85854
Development,40681,Munir,Pramanik,M,1956-12-16,9.7288,144878
Sales,40685,Shawna,Bugrara,M,1954-05-22,14.7370,82763
Production,40686,Rayond,Picel,F,1956-12-25,10.9288,52043
Development,40696,Torsten,Siprelle,M,1953-11-29,15.4822,109180
Development,40704,Oksana,Parascandalo,M,1952-07-11,10.0082,61120
Sales,40705,Jeane,Marchegay,M,1956-06-20,13.7425,60949
Development,40708,Anneke,Siegrist,M,1956-04-27,15.6192,71059
Sales,40714,Lijie,Covnot,M,1952-04-01,14.5014,100207
Production,40733,Akeno,Ouhyoung,M,1956-11-07,11.3288,59764
Marketing,40739,Kazuhiko,Itzfeldt,F,1955-09-01,13.7973,164224
Development,40743,Shawna,Badr,F,1953-05-17,11.9233,56105
Sales,40746,Kotesh,Jumpertz,F,1952-09-12,11.4192,85201
Sales,40755,Leen,Kamber,F,1955-04-28,10.9890,63748
Marketing,40762,Tze,Tanemo,M,1952-04-10,13.2575,66242
Sales,40764,Shuky,Senzako,F,1952-07-29,14.2658,91031
Production,40766,Paris,Sudkamp,M,1955-10-03,10.0493,57848
Marketing,40769,Seongbin,Covnot,F,1954-11-16,13.0137,117458
Research,40770,Jiang,Nitta,M,1953-05-04,15.2740,95891
Research,40777,Jeong,Birdsall,M,1953-07-24,12.6904,54311
Development,40779,Itzchak,Begiun,M,1954-05-07,13.1288,61359
"Customer Service",40781,Nobuyoshi,Pfau,F,1952-08-30,10.4932,82896
Development,40782,Mitchel,Bodoff,M,1954-06-10,12.6329,68212
Production,40786,Gretta,Whittlesey,F,1952-11-29,14.0000,128299
Development,40787,Ingemar,Coors,F,1956-08-14,9.2630,58329
Development,40789,Fuqing,Dratva,F,1957-01-11,10.5671,42203
Sales,40790,Jiann,Strooper,F,1956-01-13,10.7260,79312
Production,40795,Snehasis,Madeira,M,1956-03-03,11.8904,43421
Development,40800,Waiman,Hainaut,M,1953-07-26,10.3315,53433
Development,40802,Baocai,Ecklund,M,1955-07-08,15.8438,58391
Research,40803,Shuzo,Kavraki,M,1952-05-25,10.7479,63693
Production,40808,Fumiya,Levergood,M,1956-04-06,13.5096,44244
"Human Resources",40810,Jingling,Baak,M,1952-05-01,14.7507,67981
Production,40812,Niclas,Lamma,M,1956-10-20,13.9644,72897
Development,40813,Katsuo,Fandrianto,F,1953-06-09,11.9671,65361
"Customer Service",40815,Bouchung,Servieres,M,1955-02-16,12.4301,52311
Production,40818,Masasuke,Kuszyk,F,1956-07-01,14.6082,117088
Development,40824,Serap,Kleiser,F,1955-04-18,12.8055,64209
Research,40826,Marsal,Streng,F,1954-07-12,10.2575,59724
Sales,40829,Jianhui,Mitzlaff,M,1955-03-05,12.6795,81228
Development,40834,Elzbieta,Fritzsche,F,1953-09-28,15.4493,62785
"Human Resources",40839,Prodip,Otillio,M,1953-10-13,12.6822,68816
Research,40840,Franziska,Mullainathan,M,1956-12-02,11.0849,83532
"Human Resources",40841,Masako,Lindqvist,M,1954-04-05,12.3863,52041
Finance,40843,Atreye,Schwabacher,M,1957-01-29,14.4329,54328
Production,40845,Limsoon,Renear,F,1955-12-24,10.8466,94740
Development,40853,Terresa,Guardalben,M,1952-04-04,14.8493,41787
Finance,40868,Limsoon,Malabarba,F,1952-04-30,14.1425,54304
Production,40869,Flemming,Snedden,F,1954-02-14,14.8932,68265
"Customer Service",40871,Akhilish,Dusink,F,1955-08-11,9.7945,52014
Development,40872,Qunsheng,Cunliffe,M,1952-05-17,13.3589,85225
Development,40878,Yishay,Syrotiuk,M,1954-12-28,10.4712,78196
Production,40881,Hatem,Acton,F,1953-12-28,13.1918,122758
"Quality Management",40883,Chinho,Kushner,F,1952-09-01,9.6986,61682
Research,40887,Jessie,Chachaty,M,1956-02-17,12.6712,40000
Sales,40891,Jinya,Kaltofen,M,1953-12-21,13.8082,88536
Production,40904,Fumiko,Willoner,F,1954-11-30,14.4411,55522
"Quality Management",40907,Jaana,Rando,M,1954-09-17,15.7507,85884
Research,40910,Tamiya,Chimia,M,1954-10-22,15.6082,56097
Development,40911,Kirk,Perri,M,1955-07-06,9.4164,60244
Research,40922,Abdelghani,Casperson,F,1953-07-16,10.7452,44459
Finance,40924,Dharmaraja,Shokrollahi,M,1955-04-23,9.3781,108194
"Human Resources",40932,Kolar,DuBourdieux,F,1952-08-26,13.6137,75312
Production,40943,Mohua,Taubman,M,1955-01-29,9.2521,84080
"Quality Management",40946,Fumitake,Mahmud,F,1952-11-29,13.8110,71844
Sales,40950,Isaac,Herber,F,1953-04-04,9.9370,73214
Production,40952,Mario,Borovoy,M,1952-06-29,9.2904,67462
Production,40961,Basil,Senzako,F,1953-12-25,9.2932,53252
Production,40965,Marsha,Farrow,M,1952-05-11,11.8740,128167
Sales,40977,Elvia,Sinicrope,F,1954-01-13,14.5699,87549
"Human Resources",40980,Hideyuki,Zedlitz,M,1956-12-29,15.8630,58096
Production,40987,Zeljko,Sidou,F,1953-09-03,14.8082,48272
Sales,40991,Anneli,Bage,F,1953-02-04,10.1973,59138
"Human Resources",40995,Ingmar,Salvesen,F,1953-02-23,11.1342,47940
Production,40997,Ranan,Nations,F,1953-06-15,12.3863,57710
Development,41002,Irena,Guting,M,1954-10-11,11.3096,67290
Development,41009,Hairong,Radhakrishnan,F,1956-12-06,13.7205,79019
Sales,41011,Geoff,Yurov,F,1953-05-25,11.9452,108826
Production,41013,Shirish,Asrin,F,1953-10-27,15.5342,65560
Finance,41018,Dzung,Kadhim,M,1956-01-20,11.2630,71147
Sales,41020,Uma,Chimia,F,1954-09-29,11.5808,68431
Production,41029,Menkae,Bahi,F,1954-05-24,12.1616,60735
Production,41037,Marie,Nivat,M,1952-08-30,11.0658,51013
Production,41038,Sastry,Nittel,F,1955-03-16,9.5836,61132
Production,41039,Subhankar,Bala,M,1953-04-23,15.2411,133216
Production,41046,Arvin,Borstler,M,1955-09-28,13.3479,78383
Production,41047,Dhritiman,Rajcani,F,1954-08-14,11.0575,61822
Development,41054,Leandro,Keustermans,M,1956-07-12,13.6137,59647
Sales,41074,Leen,Siochi,M,1953-10-10,14.9233,124825
Production,41075,Byong,Danley,M,1956-12-23,15.1534,72589
Marketing,41077,Amalendu,Walston,M,1952-12-14,13.6822,82722
"Quality Management",41081,Faiza,Mikschl,F,1953-02-16,14.9534,67882
Production,41089,Berthier,Kragelund,F,1953-09-07,11.2164,77179
Production,41097,Kellyn,Zirintsis,F,1955-07-01,10.1068,59464
Production,41107,Xiong,Simkin,M,1956-12-15,14.9068,78979
Production,41110,Munehiko,Manders,M,1955-01-31,14.3671,78214
Development,41116,Mihalis,Azadmanesh,M,1954-10-18,13.1205,63393
Development,41120,Yechiam,Attimonelli,M,1956-11-11,12.1945,44292
Sales,41122,Guenter,Hoppenstand,M,1952-12-10,15.1397,112458
Sales,41140,Tonny,Bail,M,1952-10-04,14.7589,93862
Production,41142,Cordelia,Ferretti,F,1953-01-24,9.9781,74326
Marketing,41143,Teunis,Speel,M,1953-07-20,9.2603,80563
Marketing,41146,Visit,Oxenboll,F,1956-04-01,13.6137,82428
Development,41147,Abdelaziz,Chimia,M,1954-04-26,15.3918,153868
Production,41149,Alain,Wiegley,F,1953-09-18,14.2932,61973
Production,41166,Vojin,Terekhov,M,1956-04-27,11.9151,60023
Sales,41169,Torsten,Ghazalie,M,1955-03-06,11.4603,104118
Development,41173,Maren,Aseltine,F,1953-08-06,14.7534,50965
Marketing,41179,Masamitsu,Vecchi,F,1954-02-11,13.4877,46064
Production,41181,Paddy,Delgrossi,M,1952-03-09,14.8904,63456
Production,41184,Nikolaus,Ranze,F,1955-10-10,12.6411,80340
Sales,41187,Jacqueline,Maquelin,M,1955-12-27,14.4110,41173
"Quality Management",41188,Tesuro,Perko,F,1956-08-11,15.8521,71956
Development,41195,Kwangyoen,Jumpertz,M,1956-02-26,15.1699,123594
Sales,41197,Vesna,Stille,M,1954-03-24,12.7945,77495
Development,41198,Janalee,Christianini,M,1952-12-05,13.4384,50936
Development,41200,Huei,Leppanen,M,1952-06-17,13.2877,39848
Sales,41205,Charlene,Cusworth,M,1955-09-21,15.7616,188478
Development,41210,Moti,Khamsi,M,1956-01-04,12.8466,42805
Production,41215,Moon,Wursthorn,F,1952-02-21,14.7918,87556
Production,41216,Mario,Lieberherr,M,1955-01-13,11.2685,121288
Development,41228,Jacopo,Hebert,M,1954-10-07,12.5836,58531
"Customer Service",41230,Adly,Schieder,M,1955-09-13,11.2110,42687
Production,41232,Yuriy,Millington,M,1954-05-13,12.5151,73161
Sales,41239,Malu,Rajaraman,F,1955-04-09,12.6849,96048
Finance,41247,Kristinn,Zhiwei,F,1955-03-25,15.7315,72721
Production,41248,Samphel,Laventhal,M,1955-06-13,10.4219,95596
Production,41249,Tetsurou,Barvinok,M,1956-10-02,9.8438,60904
Sales,41251,Arne,Glinert,F,1952-06-02,14.1616,202391
Development,41274,Mari,Giveon,M,1954-08-18,14.9616,80105
Sales,41280,Felicidad,Czap,M,1952-05-24,14.3260,94253
Development,41283,KayLiang,Tetzlaff,F,1954-11-20,15.6110,76686
Development,41290,Godehard,Leonhardt,M,1953-05-03,9.5397,81845
Development,41292,Premsyl,Thombley,M,1953-09-07,15.4658,59315
Sales,41293,Honglan,Lorcy,F,1954-01-20,10.3096,118251
Sales,41298,Elvia,Cesareni,F,1955-06-17,15.3507,94985
Finance,41301,Shuichi,Cochrane,F,1952-05-03,15.7260,63599
Development,41304,Kristian,Ulupinar,F,1952-11-30,14.5863,73458
"Customer Service",41306,Valter,Weedman,M,1956-09-06,15.3397,59719
Production,41312,Josyula,Munke,M,1954-10-16,11.6521,61047
Development,41313,Gino,Nitto,M,1954-02-26,13.1041,124780
Production,41319,Mototsugu,Unni,M,1952-06-23,15.7479,74222
Production,41322,Richard,Ginesta,M,1956-01-18,13.1151,43252
Finance,41323,Uri,Nitsch,F,1956-10-04,11.9616,146956
Sales,41326,Dinah,Roohalamini,M,1954-01-24,10.5370,78551
Production,41343,Heping,Veccia,M,1955-12-12,11.7863,51887
Marketing,41363,Ronghao,Siepmann,F,1953-07-26,15.3260,80502
Development,41369,Shaunak,Mullainathan,F,1955-05-04,10.3918,40984
Production,41370,Gudjon,Marshall,F,1954-09-15,11.3945,77766
Finance,41371,Luise,Decaestecker,M,1954-06-18,12.3534,89228
Production,41373,Mona,Veevers,M,1953-08-04,12.7315,90265
Production,41389,Manton,Jeansoulin,M,1953-11-17,13.1288,50412
Development,41399,Xiaoheng,Broomell,M,1954-12-17,14.0164,55756
Marketing,41404,Marco,Isaak,M,1952-02-08,12.8932,139348
Development,41415,Munir,Antonisse,M,1954-06-05,11.0000,133461
Production,41416,Mahendra,Merey,M,1952-05-23,11.4712,53948
Development,41422,Franziska,Ramamoorthy,M,1952-07-20,14.2466,63210
Production,41425,Lalit,Orlowska,F,1954-04-18,10.4055,88158
Development,41432,Basim,Dymetman,M,1954-01-14,14.4986,91776
Production,41434,Salvador,Zuberek,M,1955-09-13,10.6027,80000
Production,41437,Christoper,Farrel,M,1952-09-03,14.0575,62712
Development,41441,Pasqua,Shigei,M,1953-10-03,15.4932,53932
Finance,41445,Ronnie,Baez,M,1955-12-31,11.9726,83754
Finance,41447,Dekang,Msuda,M,1956-11-15,10.5151,53461
"Quality Management",41454,Tonny,Ferriere,F,1956-04-04,13.0548,68407
Production,41460,Martial,Rodiger,F,1952-07-03,13.0493,73596
Sales,41463,Trygve,McClurg,M,1952-04-13,13.7945,161547
"Quality Management",41470,Theirry,Simmen,M,1956-07-30,13.8904,80475
Sales,41477,Dietrich,Zirintsis,M,1954-02-10,10.2466,75731
Sales,41480,Gao,Furudate,M,1956-07-04,12.4712,99546
Marketing,41487,Aemilian,Cummings,M,1954-05-18,15.3397,92651
Development,41497,Guozhong,Chandrasekhar,M,1953-07-05,11.1041,72524
"Quality Management",41498,Susanne,Masamoto,M,1952-09-18,13.2055,74879
Production,41501,Kerryn,Kawashimo,M,1952-07-02,11.3753,43819
Development,41507,Hyuckchul,Ertl,M,1953-05-28,10.5014,70633
Production,41514,Magy,Iisaku,M,1953-04-07,15.7342,83392
Finance,41516,Dannz,Cooman,M,1954-11-28,11.8164,78879
Sales,41521,Tzu,Pauthner,M,1955-03-01,11.8082,66991
"Customer Service",41524,Elrique,Deville,M,1956-12-27,15.2164,66087
Development,41527,Hisao,Oxman,F,1953-12-13,13.5151,103640
"Customer Service",41533,Visit,Parhami,M,1955-05-20,13.0712,54519
Production,41534,Jackson,Brookman,M,1955-11-11,9.0466,58578
"Human Resources",41545,Ekawit,Kropf,M,1953-09-29,10.8740,45811
Development,41549,Kwangyoen,Legleitner,M,1955-06-15,11.8849,60850
Production,41553,Tokuyasu,Peltason,F,1953-10-11,13.7973,78007
Sales,41554,Rajmohan,Halloran,M,1952-10-20,15.3699,79454
Sales,41557,Rasiah,Bernick,M,1956-02-17,12.4110,79350
Sales,41558,Mayumi,Iisaku,M,1952-09-15,10.6575,83812
Marketing,41562,Gay,Denti,F,1956-07-16,15.8110,92875
"Human Resources",41577,Ranga,Vidal,M,1954-04-12,9.1288,55878
"Human Resources",41581,Vitali,Azumi,M,1952-04-19,13.9096,45131
Development,41583,Holgard,Thorensen,F,1953-03-31,14.5890,86478
Research,41587,Lokesh,Sankaranarayanan,F,1954-03-30,13.2000,65206
Development,41593,Susuma,Grabner,M,1953-08-03,12.4164,58416
Development,41603,Yongdong,Hagimont,M,1954-05-15,10.8110,54697
Finance,41604,Tadanori,Botman,F,1954-01-14,14.9671,46994
Production,41608,Anneli,Schueller,M,1952-06-26,9.6795,65042
Production,41610,Serge,Staudhammer,M,1954-12-12,12.2932,64552
Production,41612,Mariangiola,Provine,M,1954-10-29,12.6110,72564
Development,41619,Keiichiro,Herath,F,1956-11-15,14.9726,62774
Production,41621,Shunichi,Georg,M,1956-12-21,10.9397,59412
"Customer Service",41628,Josyula,Claffy,F,1953-08-16,12.6685,72828
Sales,41637,Zita,Chinal,M,1956-10-18,9.7973,82979
"Human Resources",41641,Masoud,Bade,M,1952-04-06,9.4904,59119
Sales,41644,Georg,Marakhovsky,F,1953-11-05,14.6986,194712
Development,41648,Bilhanan,Gaughan,M,1956-07-09,14.7260,109906
Research,41654,Vasilii,McAlpine,M,1954-12-17,10.8082,62532
Sales,41660,Manibrata,Schreiter,F,1952-04-10,9.9425,83416
Research,41661,Masadi,Hofman,F,1953-02-27,12.8164,67335
Development,41665,Juyoung,Denos,F,1954-03-25,12.2658,63062
Development,41667,Barna,Facello,F,1953-12-23,15.3096,40000
Development,41673,Armond,Matzel,M,1953-01-04,15.7836,90187
Production,41674,Abdelghani,Yemenis,M,1954-01-14,15.8219,64661
Sales,41675,Vivian,Linares,M,1953-07-26,9.1342,85023
Finance,41677,Eben,Gimarc,M,1952-09-18,13.8219,102561
Sales,41682,Alselm,Ecklund,M,1953-03-30,15.0192,102911
"Quality Management",41688,Phuoc,Dayana,M,1954-11-19,14.9288,50057
Sales,41710,Weiru,Haldar,M,1954-07-25,13.5260,78704
Development,41718,Naraig,Miyakawa,M,1955-08-08,12.5699,66617
Development,41722,Gil,Rande,M,1956-10-18,10.1425,52855
Finance,41723,Masamitsu,Schwartzburd,M,1956-01-10,10.0521,69749
Marketing,41724,Faiza,Bage,M,1955-01-27,15.7589,75275
Research,41727,Rosella,Paludetto,F,1952-12-28,13.5726,75846
Sales,41737,Supot,Sethi,M,1956-12-08,12.8575,101280
Production,41743,Aamer,Lunt,M,1952-06-03,12.6192,60758
Development,41746,Zita,Greenaway,M,1953-02-25,12.7890,53647
Production,41754,Rosita,Hanabata,F,1953-02-16,13.0055,280456
Finance,41756,Sadegh,Rothe,M,1955-06-01,10.2658,117505
Sales,41759,Charmane,Lagarias,F,1953-02-01,15.6384,105586
Development,41763,Mari,Kakkad,F,1954-08-11,9.5973,128164
Development,41767,Leszek,Thiran,M,1952-07-17,13.0247,56500
Development,41770,Fun,Denis,M,1954-10-02,9.8658,54578
Sales,41772,Leon,Decaestecker,F,1954-03-17,14.6110,91737
Production,41786,Krister,Hmelo,F,1952-08-30,15.3479,65920
"Customer Service",41790,Deniz,Cherinka,F,1953-03-17,14.1890,49911
Finance,41792,Guther,Lowrie,M,1952-04-12,13.6329,92162
"Customer Service",41794,Bernice,Molenkamp,M,1956-09-20,13.5205,77218
Development,41798,Margareta,Akaboshi,F,1955-01-28,14.7397,68090
"Customer Service",41808,Filipp,Varley,M,1954-08-11,15.5699,61466
"Human Resources",41809,Shen,Puppe,M,1953-12-25,14.9781,56716
Production,41814,Leucio,Serov,M,1953-05-20,9.1342,50614
Production,41820,Honglan,Munke,F,1952-12-24,11.6767,121486
Sales,41822,Lihong,Brookner,M,1956-11-28,10.6575,137276
Development,41824,Kendra,Luby,F,1954-09-18,13.5370,43648
Production,41829,Vesna,Brookman,F,1956-10-23,14.0630,159392
"Quality Management",41835,Elliott,Rosin,M,1953-09-22,9.9151,63905
Production,41836,Akhilish,Passino,F,1954-11-26,14.9342,44141
"Customer Service",41837,Volkmar,Hiraishi,F,1954-05-08,9.6301,70328
"Quality Management",41845,Kasturi,Klyachko,M,1955-02-12,10.2904,59054
Sales,41857,Munehiko,Beznosov,M,1953-04-27,15.0027,160620
Sales,41862,Ramalingam,Itzigehl,M,1956-05-30,14.2795,94240
"Human Resources",41863,Dipayan,Herbst,M,1952-03-03,14.0849,101536
Marketing,41864,Kazuhito,Gulla,M,1953-01-16,13.6493,99617
Marketing,41868,Francoise,Wossner,M,1956-09-26,15.3589,180496
Development,41871,Stevo,Waeselynck,F,1952-09-29,15.2767,66781
Development,41872,Lenore,Lueh,F,1956-02-07,11.6274,42626
Finance,41874,Badri,Asmuth,F,1954-03-31,15.6521,79064
Sales,41885,Val,Validov,F,1952-10-10,14.8822,101076
Development,41887,Stabislas,Seghrouchni,M,1956-11-13,14.1863,140020
"Customer Service",41888,Vitali,Oehlmann,F,1953-11-11,15.6164,81803
Marketing,41889,Basim,Zumaque,M,1952-08-09,13.7041,78562
Production,41891,Jiakeng,Winter,F,1955-07-23,11.6904,64163
"Human Resources",41894,Zeydy,Mandell,M,1954-10-31,14.3644,71558
Production,41902,Zongyan,Zweizig,M,1955-11-17,14.7616,63725
Production,41907,Manibrata,Hartvigsen,F,1955-07-31,11.4849,105738
Development,41908,Alexius,Narahari,F,1955-11-05,11.9945,40000
Development,41909,Toshimitsu,McAlpine,M,1954-10-05,14.5781,61178
"Quality Management",41910,Shugo,Willoner,F,1954-05-31,10.7068,75182
Production,41913,Ohad,Chaudhuri,M,1954-07-14,11.4192,62841
Sales,41917,Fumitake,Schlumberger,F,1953-06-19,14.8438,174726
Sales,41919,Babette,Basart,M,1954-10-10,9.9123,108294
Development,41925,Theirry,Brlek,M,1956-02-13,15.2740,131765
Production,41928,Mohit,Ozeri,F,1954-09-04,9.1918,58838
Development,41932,Saeko,Mikschl,F,1956-08-16,9.0712,57673
Sales,41933,Feiyu,Wallrath,F,1955-02-10,9.4740,88370
"Human Resources",41939,Kwangho,Usery,M,1953-02-20,15.4384,79480
Production,41940,Dmitry,Anick,M,1952-07-25,12.6630,77642
Production,41941,Chenyi,Yoshimura,F,1953-01-30,9.4493,40000
"Quality Management",41943,Gaetan,Woycyznski,M,1953-09-26,10.4740,66676
Development,41944,Vishwani,Parhami,M,1953-05-03,13.2411,79470
Production,41955,Mack,Whitcomb,M,1953-07-27,9.5178,52663
"Customer Service",41956,Rajmohan,Thiria,F,1954-07-18,12.2658,68927
Development,41962,Hein,Shanbhogue,F,1955-12-07,9.5753,56206
Sales,41963,Tua,Bondorf,F,1956-02-04,13.0932,61688
